字段1,name,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14
https://yt3.ggpht.com/a/AGF-l7-EfKAIHQgkj8CmjkuoHsCDmbXo1IxpGc-t9Q=s88-c-k-c0xffffffff-no-rj-mo,ExplosmEntertainment,572,"9,831,314","2,742,731,002",US,Comedy,"Sep 3rd, 2009",B+,482nd,690th,"2,979th",$11K - $175.5K,$131.6K - $2.1M
https://yt3.ggpht.com/a/AGF-l79FmEWW2eKkCfNdsTFPkbqBuct1Dr0a0HFaSQ=s88-c-k-c0xffffffff-no-rj-mo,ZaynVEVO,67,"6,284,189","2,855,744,421",,Music,"Jan 22nd, 2016",B+,997th,620th,"2,980th",$7.2K - $115.7K,$86.8K - $1.4M
https://yt3.ggpht.com/a/AGF-l7-NGQam1UxayZ1v2yQgESi1YVhzZmTuGivSFA=s88-c-k-c0xffffffff-no-rj-mo,LIL UZI VERT,79,"5,860,952","1,571,013,980",US,People,"Feb 16th, 2014",B+,"1,113th","1,463rd","2,981st",$6K - $95.5K,$71.6K - $1.1M
https://yt3.ggpht.com/a/AGF-l794uj1zfthk_0NUyYY_LdsCRXSitMBgyk3BkQ=s88-c-k-c0xffffffff-no-rj-mo,MC Divertida,197,"2,458,212","344,129,945",BR,,"Jan 17th, 2018",B+,"4,491st","22,268th","2,982nd",$9.3K - $148.9K,$111.7K - $1.8M
https://yt3.ggpht.com/a/AGF-l79kZQkR1FU7SYMH2uplhIatklpP0qBLtJcNEg=s88-c-k-c0xffffffff-no-rj-mo,Mukarto ST,"2,517","514,663","205,479,457",,Film,"Mar 1st, 2016",B+,"29,780th","21,552nd","2,983rd",$918 - $14.7K,$11K - $176.2K
https://yt3.ggpht.com/a/AGF-l7_VP9W6qEJLDSugy0x-RIFlYGArjkqRfS8rzg=s88-c-k-c0xffffffff-no-rj-mo,Chad-Michael Simon,18,"16,942","16,046,749",US,Entertainment,"Feb 22nd, 2006",B+,"537,610th","186,145th","2,985th",$13 - $209,$157 - $2.5K
https://yt3.ggpht.com/a/AGF-l7-7cD3KTP_qTo4AckCDmb5xLyo99B0TyhePWA=s88-c-k-c0xffffffff-no-rj-mo,TV Derana,"14,161","1,370,142","1,123,744,323",LK,Entertainment,"Jan 26th, 2012",B+,"9,844th","2,438th","2,985th",$11.9K - $190.4K,$142.8K - $2.3M
https://yt3.ggpht.com/a/AGF-l79OHSl7gZ_pbXQLL6D6mmeKFS-usgVpUnEXQQ=s88-c-k-c0xffffffff-no-rj-mo,Memeulous,393,"3,555,455","733,149,262",GB,Comedy,"Sep 5th, 2014",B+,"2,512th","4,017th","2,986th",$5.9K - $94.8K,$71.1K - $1.1M
https://yt3.ggpht.com/a/AGF-l7-fvSgyxgxKMrO2HGWzGgxjmoFnHIWMZqi_Yg=s88-c-k-c0xffffffff-no-rj-mo,КАЛЯКА-МАЛЯКА,421,"2,191,187","1,319,135,624",US,Entertainment,"Nov 23rd, 2013",B+,"5,069th","1,789th","2,987th",$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l7-EbSBY56K_8snBtZyDGpfzGBIzk7PgRnasGw=s88-c-k-c0xffffffff-no-rj-mo,XDJames,130,"1,578,750","330,891,122",PH,,"Aug 30th, 2015",B+,"8,453rd","14,231st","2,988th",$8.6K - $138.1K,$103.6K - $1.7M
https://yt3.ggpht.com/a/AGF-l79P9Yl5ejDhDLifJ2BBooQ9775OmR7_DYMiVw=s88-c-k-c0xffffffff-no-rj-mo,Madame Récré FR,"1,418","2,203,192","2,036,085,588",US,Entertainment,"Dec 27th, 2014",B+,"5,074th","1,013th","2,989th",$6K - $95.4K,$71.5K - $1.1M
https://yt3.ggpht.com/a/AGF-l7-v_AjT0c_Ic12fGrd9UJXYOSlPRmbdUL5xaw=s88-c-k-c0xffffffff-no-rj-mo,TAM STORY,"2,480","2,371,906","1,287,854,036",TH,Entertainment,"Feb 4th, 2015",B+,"4,598th","1,906th","2,990th",$5.3K - $85.4K,$64.1K - $1M
https://yt3.ggpht.com/a/AGF-l79ihzZR2_hXWptz7pgVeGZSEgH_gJHCwST8sQ=s88-c-k-c0xffffffff-no-rj-mo,LaurenzSide,"1,378","3,320,434","959,615,125",US,Games,"Feb 26th, 2007",B+,"2,793rd","3,129th","2,991st",$12.6K - $201.8K,$151.4K - $2.4M
https://yt3.ggpht.com/a/AGF-l78eq93UpmCZIFP72PxJoDA6wyx4r-aE-80EbA=s88-c-k-c0xffffffff-no-rj-mo,Ben 10 LA,412,"1,103,275","445,405,774",MX,Film,"Feb 24th, 2017",B+,"15,253rd","7,423rd","2,992nd",$11.2K - $179.1K,$134.3K - $2.1M
https://yt3.ggpht.com/a/AGF-l78s5OcDZVtAFKRHF7xWTbA9q3yxNNQF3llgvg=s88-c-k-c0xffffffff-no-rj-mo,TIT TIT سوبر سمعة,17,"945,384","116,114,846",,,"Sep 17th, 2011",B+,"20,200th","39,536th","2,993rd",$13.9K - $221.7K,$166.3K - $2.7M
https://yt3.ggpht.com/a/AGF-l784wWAPf0dOVGqB-bQGETga8NMQjcL8XtN6Kw=s88-c-k-c0xffffffff-no-rj-mo,SUNRISE MEDIA - Quà Tặng Cuộc Sống,12,"593,471","2,032,101",VN,,"Apr 18th, 2018",B+,"25,507th","27,439th","2,994th",$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l79JXISo7IoFy7p7EYNGBXTRy9xyw21HzWXoWQ=s88-c-k-c0xffffffff-no-rj-mo,spandauballet,40,"57,436","155,256,744",,Music,"Sep 2nd, 2009",B+,"221,570th","23,303rd","2,996th",$902 - $14.4K,$10.8K - $173.2K
https://yt3.ggpht.com/a/AGF-l7-hmwWUH_lJQkV3XcqlilzpZ7CuxlXizROSyw=s88-c-k-c0xffffffff-no-rj-mo,Moneyveo,33,"17,785","141,501,911",,,"Aug 22nd, 2018",B+,"550,598th","40,721st","2,997th",$3.4K - $55.1K,$41.3K - $660.9K
https://yt3.ggpht.com/a/AGF-l79eYONnWyxj8GglEv_t2NbFIhiYGPGsTYddxQ=s88-c-k-c0xffffffff-no-rj-mo,Mini Foodkey,50,"833,643","225,960,210",IN,,"Mar 25th, 2017",B+,"18,037th","22,073rd","2,998th",$4K - $63.3K,$47.5K - $759.6K
https://yt3.ggpht.com/a/AGF-l7-4hhbgD9ZSXCaOAfM_5Vd82plp-8PJS5UOcA=s88-c-k-c0xffffffff-no-rj-mo,Coisa de Nerd,"1,864","9,750,973","2,649,754,188",BR,Tech,"Nov 5th, 2009",B+,487th,711th,"2,999th",$9.4K - $150.1K,$112.6K - $1.8M
https://yt3.ggpht.com/a/AGF-l7-LPkI4oYk6tpLrWYxp-w7YhRQHrmTNNjYWFA=s88-c-k-c0xffffffff-no-rj-mo,Workpoint News -…,"32,885","1,527,840","768,583,996",,News,"Jan 5th, 2016",B+,"8,477th","4,059th","3,000th",$8.2K - $131.6K,$98.7K - $1.6M
https://yt3.ggpht.com/a/AGF-l7-z74juPuOeZsKc2TsBn3pfb8kqsJIwIBb6JQ=s88-c-k-c0xffffffff-no-rj-mo,Gunny Mobi,279,"334,011","533,718,243",VN,Entertainment,"Nov 25th, 2014",B+,"46,746th","5,621st","3,001st",$2K - $31.9K,$24K - $383.3K
https://yt3.ggpht.com/a/AGF-l7_8v98KPGoqUOT7jD8_Mmvcy441nUXjrf0Kjw=s88-c-k-c0xffffffff-no-rj-mo,Tibo InShape,656,"6,305,940","1,716,125,559",FR,Sports,"Aug 15th, 2008",B+,"1,003rd","1,349th","3,002nd",$14.6K - $232.9K,$174.7K - $2.8M
https://yt3.ggpht.com/a/AGF-l7_pZP8UuMJUlbHrho6IcgGdd1zWTJl1rAuAUw=s88-c-k-c0xffffffff-no-rj-mo,Experiment at Home,76,"3,164,690","818,285,579",,People,"Aug 13th, 2014",B+,"3,082nd","4,718th","3,004th",$18K - $287.9K,$215.9K - $3.5M
https://yt3.ggpht.com/a/AGF-l7_e0sDv4xzEouelfZXfyuX3j2Xi6HKRP5MByw=s88-c-k-c0xffffffff-no-rj-mo,Vidol TV,"2,675","1,541,313","983,421,126",TW,,"Feb 8th, 2016",B+,"8,368th","2,962nd","3,003rd",$11K - $175.4K,$131.5K - $2.1M
https://yt3.ggpht.com/a/AGF-l79q2xBLjG1UCWC8Av502Z3js3G07ApuOEsCxw=s88-c-k-c0xffffffff-no-rj-mo,Kontor.TV,"1,992","5,155,368","4,970,758,701",DE,Music,"Mar 14th, 2006",B+,"1,403rd",252nd,"3,006th",$8.9K - $142.2K,$106.7K - $1.7M
https://yt3.ggpht.com/a/AGF-l7_LrqizNIQ5taWN27UYSkxKAQZCatFqY07nJw=s88-c-k-c0xffffffff-no-rj-mo,Star Maa,"7,219","2,225,253","779,338,870",IN,Entertainment,"Aug 12th, 2006",B+,"5,144th","4,424th","3,005th",$22.2K - $355.2K,$266.4K - $4.3M
https://yt3.ggpht.com/a/AGF-l7_TWs75wrbUbf1vL530qHLt2PcohrF9qGeVtA=s88-c-k-c0xffffffff-no-rj-mo,浙江卫视【奔跑吧】官方频道 ZJSTV…,"3,993","1,394,989","880,010,410",HK,Entertainment,"Sep 29th, 2015",B+,"9,316th","3,294th","3,007th",$4.7K - $74.6K,$55.9K - $895K
https://yt3.ggpht.com/a/AGF-l7_TuAdJvmB2gNOwAl5el3TjdVRQs7YtH2dDvw=s88-c-k-c0xffffffff-no-rj-mo,BeaconCream,"1,027","1,914,830","448,792,456",ID,Games,"Mar 10th, 2015",B+,"6,240th","7,157th","3,008th",$7K - $111.7K,$83.8K - $1.3M
https://yt3.ggpht.com/a/AGF-l78CVhQVpxInv9z-FR5y1VWIDgk4G8ADFyKe8A=s88-c-k-c0xffffffff-no-rj-mo,Pig Boss Toy,504,"844,613","262,424,684",BR,Entertainment,"Mar 16th, 2014",B+,"18,348th","19,163rd","3,009th",$1.3K - $21.2K,$15.9K - $253.8K
https://yt3.ggpht.com/a/AGF-l79ACxWsVz0vrD-LVy5IXQG7k8sH8f75_EvvDw=s88-c-k-c0xffffffff-no-rj-mo,Şamil Can,110,"13,725","15,847,980",,People,"Mar 26th, 2016",B+,"639,831st","21,471,476th","3,010th",$61 - $972,$729 - $11.7K
https://yt3.ggpht.com/a/AGF-l79a_UHmgZfZMbZopSCqSVNK4AnYq2_VQpNE0Q=s88-c-k-c0xffffffff-no-rj-mo,DisneyMusicLAVEVO,144,"3,594,445","1,344,460,504",,,"Oct 31st, 2016",B+,"2,474th","1,854th","3,010th",$9.7K - $154.9K,$116.2K - $1.9M
https://yt3.ggpht.com/a/AGF-l7_HZSFjK82itfo6y0IQMbbgpZi1o4sD_N1p1g=s88-c-k-c0xffffffff-no-rj-mo,Hoy,"10,130","1,582,844","769,184,089",MX,Entertainment,"Oct 9th, 2015",B+,"8,097th","4,208th","3,011th",$8.4K - $135K,$101.3K - $1.6M
https://yt3.ggpht.com/a/AGF-l78jUcVtg4NfjVra8W-mCVu7J6d7mPCsQCjabw=s88-c-k-c0xffffffff-no-rj-mo,NEWSONE,"70,077","386,070","347,840,791",UA,News,"Nov 14th, 2014",B+,"40,372nd","9,301st","3,012th",$4K - $63.4K,$47.6K - $761.2K
https://yt3.ggpht.com/a/AGF-l7-xKUqyThvxedJPFm6yqFns6ymZ3ixgVqfY=s88-c-k-c0xffffffff-no-rj-mo,Onespot Gaming,765,"1,333,439","398,016,519",IN,Games,"Apr 27th, 2016",B+,"13,864th","8,462nd","3,013th",$9.4K - $150.9K,$113.2K - $1.8M
https://yt3.ggpht.com/a/AGF-l7_7SqpPL7BWBgRtqMPqDShuuPRuz70TBV3tjg=s88-c-k-c0xffffffff-no-rj-mo,Ik ook van Jou,"1,036","235,687","189,101,104",,Entertainment,"Jul 11th, 2013",B+,"69,184th","34,291st","3,014th",$9.2K - $146.4K,$109.8K - $1.8M
https://yt3.ggpht.com/a/AGF-l7-wyYYkt0rxvV0PoHNLAZKk4602t9cJv-Tuew=s88-c-k-c0xffffffff-no-rj-mo,AfterPrisonShow,866,"1,269,606","197,708,636",US,Entertainment,"Nov 12th, 2015",B+,"9,384th","16,187th","3,014th",$1K - $16.7K,$12.5K - $200.7K
https://yt3.ggpht.com/a/AGF-l79Bo46j-K_9vVJbIxZyUqkcm-vZSNpRU7UAOA=s88-c-k-c0xffffffff-no-rj-mo,Famosa International,573,"127,458","274,571,137",ES,Entertainment,"May 3rd, 2012",B+,"114,308th","12,811th","3,015th",$989 - $15.8K,$11.9K - $189.9K
https://yt3.ggpht.com/a/AGF-l7-ehH8YopEpWeLe23vNUJk1WiPj_NUA1tfcaA=s88-c-k-c0xffffffff-no-rj-mo,DLS News,"2,681","13,719,318","1,306,633,788",IN,,"Jul 5th, 2017",B+,247th,"1,963rd","3,016th",$20.3K - $324.3K,$243.3K - $3.9M
https://yt3.ggpht.com/a/AGF-l78TRyHChtMg5Z64egV541ru4QjMgf8j0ceDtA=s88-c-k-c0xffffffff-no-rj-mo,Abdullah- 20,2,"1,031,782","935,141",US,Sports,"Jul 12th, 2016",B+,"14,545th","18,374th","3,018th",$40 - $644,$483 - $7.7K
https://yt3.ggpht.com/a/AGF-l7-oAa45cjL1rgVhzRaMqzEgW3NHGEDj2AfvxQ=s88-c-k-c0xffffffff-no-rj-mo,MR. Romantic Cherry,117,0,"101,504,856",IN,,"Feb 12th, 2018",B+,"28,764,113th","35,533rd","3,019th",$1.8K - $29K,$21.7K - $347.9K
https://yt3.ggpht.com/a/AGF-l79afB9cE0Rd3bgEDi-Vadu8nER8IQWX70TH_Q=s88-c-k-c0xffffffff-no-rj-mo,Yashi Music,"1,037","2,185,410","523,778,039",IN,,"Apr 8th, 2017",B+,"5,231st","5,932nd","3,020th",$7.4K - $118.2K,$88.7K - $1.4M
https://yt3.ggpht.com/a/AGF-l7_SlqgcFewqrxfAS4vsMbpgg7UIAPPeX9gzqQ=s88-c-k-c0xffffffff-no-rj-mo,Wild 'N Out,537,"5,535,745","1,966,061,168",US,Entertainment,"Mar 1st, 2006",B+,"1,279th","1,230th","3,022nd",$32.6K - $521K,$390.8K - $6.3M
https://yt3.ggpht.com/a/AGF-l7_eyjlhp0MumiFAI0J-juE-edNxXyFwWbHW8Q=s88-c-k-c0xffffffff-no-rj-mo,mrfreshasian,188,"2,197,876","221,495,671",AU,Games,"Jan 19th, 2016",B+,"5,333rd","45,772nd","3,023rd",$7.6K - $121.6K,$91.2K - $1.5M
https://yt3.ggpht.com/a/AGF-l79j2r86IoLJ_DwP1n50mxSeGxxnGdcO4AoaZA=s88-c-k-c0xffffffff-no-rj-mo,Корупція.Інфо,"6,877","372,212","219,722,508",UA,News,"Sep 27th, 2014",B+,"42,369th","33,071st","3,024th",$8.6K - $137.6K,$103.2K - $1.7M
https://yt3.ggpht.com/a/AGF-l7_7Jawg-OuRav8exbn35jK1m-kSR6Xqo8m_wg=s88-c-k-c0xffffffff-no-rj-mo,Zen - Kun,280,"1,627,374","625,445,518",US,Music,"Feb 1st, 2015",B+,"7,721st","5,261st","3,025th",$6.3K - $100.7K,$75.5K - $1.2M
https://yt3.ggpht.com/a/AGF-l78hFLGMHHO_1ejv3s7hafIg4r1v8VPICgU1eg=s88-c-k-c0xffffffff-no-rj-mo,KaneBrownVEVO,65,"722,770","1,071,275,257",US,Music,"Oct 27th, 2015",B+,"20,118th","2,586th","3,026th",$11.3K - $181.3K,$135.9K - $2.2M
https://yt3.ggpht.com/a/AGF-l786I5HuKv6L8GfSqA_Zf-cY8XIAXUw4BhRk2w=s88-c-k-c0xffffffff-no-rj-mo,Lizbeth Rodriguez,115,"8,057,558","431,888,393",MX,,"May 28th, 2018",B+,667th,"7,296th","3,027th",$4.7K - $75.9K,$56.9K - $910.8K
https://yt3.ggpht.com/a/AGF-l78B7s4_LvaMuEPUvKoHKfGC64iIUWNZW4v0xg=s88-c-k-c0xffffffff-no-rj-mo,LimeAndToys,84,"472,161","77,009,814",US,Entertainment,"Jan 19th, 2016",B+,"32,704th","44,109th","3,028th",$198 - $3.2K,$2.4K - $37.9K
https://yt3.ggpht.com/a/AGF-l78LmO8351-XX_R7Gbt5XevKcyA64Aczor6owQ=s88-c-k-c0xffffffff-no-rj-mo,NirvanaVEVO,72,"3,046,804","2,546,925,373",US,Music,"May 12th, 2009",B+,"3,199th",728th,"3,029th",$6.5K - $104.1K,$78.1K - $1.2M
https://yt3.ggpht.com/a/AGF-l78SCErbrQ8D0obQoRmfbF-zJZXFgPsc2T0GBQ=s88-c-k-c0xffffffff-no-rj-mo,Labes Ettounsia,"3,850","472,440","137,116,462",JO,People,"May 28th, 2014",B+,"32,760th","30,487th","3,030th",$674 - $10.8K,$8.1K - $129.5K
https://yt3.ggpht.com/a/AGF-l79Vm6UstZ1fd7UyERUvC1hJJZTfu7Jms_FRMQ=s88-c-k-c0xffffffff-no-rj-mo,Keyblade,287,"5,243,860","1,798,849,281",ES,Music,"Jun 23rd, 2010",B+,"1,366th","1,208th","3,032nd",$5.4K - $86.6K,$65K - $1M
https://yt3.ggpht.com/a/AGF-l78y8MCCrVBY1j_wTkMft7fW_4it-VRqWVgYNg=s88-c-k-c0xffffffff-no-rj-mo,Ninja,920,"22,345,157","1,920,208,450",US,Games,"Nov 11th, 2011",B+,85th,"1,079th","3,034th",$6.5K - $103.8K,$77.8K - $1.2M
https://yt3.ggpht.com/a/AGF-l7-H4oWuPMtAlXqk1SUJWCsn5ADn2-3yN-43aw=s88-c-k-c0xffffffff-no-rj-mo,All Khmer song,38,"37,798","174,366",,,"Feb 5th, 2016",B+,"308,727th","7,052,466th","3,034th",$2 - $33,$25 - $395
https://yt3.ggpht.com/-XE8V9UeEQiM/AAAAAAAAAAI/AAAAAAAAAAA/Gc_ee_GS1rQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,reinaldo mendes,754,"65,564","16,469,087",BR,People,"Apr 24th, 2015",B+,"172,568th","171,152nd","3,035th",$3.9K - $62.7K,$47K - $752.3K
https://yt3.ggpht.com/a/AGF-l7_-DgxkT860eg9-AHjfORVCEGRaFjE0ludHcQ=s88-c-k-c0xffffffff-no-rj-mo,El Djazairia One,"9,812","2,061,104","447,144,140",,Entertainment,"Nov 18th, 2014",B+,"5,603rd","7,046th","3,036th",$3.9K - $61.7K,$46.3K - $740.8K
https://yt3.ggpht.com/a/AGF-l7-i_lpDWQQPWxvMZBmicpon9fNk8z2q9-JTKQ=s88-c-k-c0xffffffff-no-rj-mo,Sakshi TV,"86,498","1,052,365","517,251,460",IN,News,"Mar 1st, 2014",B+,"15,333rd","5,892nd","3,037th",$3.9K - $61.8K,$46.3K - $741.4K
https://yt3.ggpht.com/a/AGF-l78mTo0Ll5Sx8asfnFcFQeHVyzZx47fYiwlRDg=s88-c-k-c0xffffffff-no-rj-mo,Luara Fonseca,272,"2,925,948","156,403,777",,People,"Oct 11th, 2015",B+,"3,466th","42,008th","3,039th",$2.9K - $47K,$35.3K - $564.3K
https://yt3.ggpht.com/a/AGF-l7-E63EqDN0HkhILbZzUsT43ZPm8Y3X_GShV=s88-c-k-c0xffffffff-no-rj-mo,Juliana Baltar,606,"9,416,956","1,865,530,212",BR,Entertainment,"May 9th, 2010",B+,516th,"1,169th","3,041st",$8.1K - $128.8K,$96.6K - $1.5M
https://yt3.ggpht.com/a/AGF-l79nXPI74stTveaRBPG47xmibId6nZZfDaastg=s88-c-k-c0xffffffff-no-rj-mo,Скорти,"1,607","3,272,706","1,011,752,975",RU,Games,"Mar 5th, 2011",B+,"2,907th","2,686th","3,042nd",$8.7K - $139.4K,$104.5K - $1.7M
https://yt3.ggpht.com/a/AGF-l78PAHh7Fsxysx6avVoH2XttiOA7xVyB4mgOsQ=s88-c-k-c0xffffffff-no-rj-mo,KARAMBIR FOUJI LIVE,701,"1,390,868","400,397,449",IN,,"Mar 13th, 2017",B+,"9,922nd","6,765th","3,043rd",$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l7-ItNm5IvEWu--qNQ93z8uIoRJooVzWFHOvUw=s88-c-k-c0xffffffff-no-rj-mo,Little Princess Shinta,360,"2,118,174","815,943,323",ID,Entertainment,"Sep 13th, 2015",B+,"5,412th","3,562nd","3,044th",$3.7K - $59.2K,$44.4K - $710.9K
https://yt3.ggpht.com/a/AGF-l7_nKzN_UILeQrGZpqtxpGGCG0E0QPD7Bz8xQw=s88-c-k-c0xffffffff-no-rj-mo,Mumbo Jumbo,"1,922","4,414,054","1,154,501,479",GB,Games,"Mar 30th, 2012",B+,"1,848th","2,807th","3,045th",$27K - $432.3K,$324.2K - $5.2M
https://yt3.ggpht.com/a/AGF-l7_vVoRYtYzqy-PsmAnPO4AuGP0avFzpu17ouw=s88-c-k-c0xffffffff-no-rj-mo,Nickelodeon em Português,"2,159","1,606,764","491,855,399",BR,Entertainment,"Oct 6th, 2015",B+,"9,496th","6,417th","3,046th",$6.3K - $100.6K,$75.4K - $1.2M
https://yt3.ggpht.com/a/AGF-l79_8s5NbybhkUPtTRYhZbdYatK5Ay9revYVCQ=s88-c-k-c0xffffffff-no-rj-mo,ثقف نفسك,879,"3,491,512","604,363,306",SA,Entertainment,"Sep 15th, 2015",B+,"2,607th","5,938th","3,047th",$7.2K - $115.7K,$86.8K - $1.4M
https://yt3.ggpht.com/a/AGF-l78-OYsru0Z6zg46bjkjR1mNM7i2LzQaVsIlGQ=s88-c-k-c0xffffffff-no-rj-mo,Rede,62,"8,329","55,190,070",BR,,"Mar 7th, 2016",B+,"923,819th","87,256th","3,048th",$6 - $99,$74 - $1.2K
https://yt3.ggpht.com/a/AGF-l7_fPl3sbn1GYvBzDvAemMZL-HCZRrjv6OvowQ=s88-c-k-c0xffffffff-no-rj-mo,The Young Turks,"37,556","4,447,250","4,812,957,343",US,News,"Dec 21st, 2005",B+,"1,760th",264th,"3,049th",$8.5K - $135.9K,$101.9K - $1.6M
https://yt3.ggpht.com/a/AGF-l78A6wrU9lzz5Kwy_JbEnMUfmA3dfL8-lKI6PQ=s88-c-k-c0xffffffff-no-rj-mo,Saregama Tamil,"5,104","2,221,290","792,638,104",IN,Music,"Oct 18th, 2012",B+,"5,117th","3,814th","3,050th",$8.5K - $135.6K,$101.7K - $1.6M
https://yt3.ggpht.com/a/AGF-l7_cXLd-a5VFMJi2YESsGxPd8-h5Cr-sZik19w=s88-c-k-c0xffffffff-no-rj-mo,MariAndColors,229,"953,217","218,753,140",US,Education,"Apr 5th, 2017",B+,"17,994th","31,621st","3,051st",$2K - $32.1K,$24.1K - $385.5K
https://yt3.ggpht.com/a/AGF-l7-0MBhM4bDbtn1a_4F_RkhZBIqoat-JUlwh_Q=s88-c-k-c0xffffffff-no-rj-mo,Dead Meat,358,"3,039,294","767,307,219",US,Film,"Jan 7th, 2017",B+,"3,255th","4,457th","3,052nd",$13K - $207.9K,$155.9K - $2.5M
https://yt3.ggpht.com/a/AGF-l7-L78R7CUR_uJBPQBDpFUzmpZvlfLnkrDdflw=s88-c-k-c0xffffffff-no-rj-mo,Woolly and Tig Official Channel,391,"933,523","736,098,885",GB,Entertainment,"May 12th, 2014",B+,"22,763rd","4,659th","3,053rd",$13.8K - $221.4K,$166K - $2.7M
https://yt3.ggpht.com/a/AGF-l78kYS7ptxKScjVanKqbY6rC1qC1pTgtbWLViQ=s88-c-k-c0xffffffff-no-rj-mo,Mumbai Talkies,10,0,"1,965,405",,People,"Sep 23rd, 2016",B+,"28,828,905th","197,807th","3,055th",$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l79PyiO0EkAKOQeoQf9p1L8LnMxD1QiRf4n7-Q=s88-c-k-c0xffffffff-no-rj-mo,SR Feeling,335,"322,311","95,611,774",IN,People,"Oct 20th, 2016",B+,"48,544th","36,061st","3,056th",$2.2K - $34.5K,$25.9K - $414.3K
https://yt3.ggpht.com/a/AGF-l7-THzSG1WiILiZdo9p6pkaPFxQMAKQwT0bERQ=s88-c-k-c0xffffffff-no-rj-mo,Авито,102,"14,254","309,939,538",RU,Film,"Jan 11th, 2010",B+,"648,342nd","9,858th","3,058th",$2.7K - $42.8K,$32.1K - $514.1K
https://yt3.ggpht.com/a/AGF-l7_BPeVJiyx2YU604ePc80Uxj7llK1TES6comg=s88-c-k-c0xffffffff-no-rj-mo,Funnest Toys,188,"321,471","79,949,900",US,,"Aug 13th, 2016",B+,"48,266th","42,316th","3,059th",$144 - $2.3K,$1.7K - $27.6K
https://yt3.ggpht.com/a/AGF-l7-LM2CJ_hwUedkcHQD75DGjuGCf5xU07bLy=s88-c-k-c0xffffffff-no-rj-mo,Dhar Mann,113,"519,199","92,313,062",US,,"May 9th, 2018",B+,"30,496th","43,124th","3,060th",$5.7K - $91.2K,$68.4K - $1.1M
https://yt3.ggpht.com/a/AGF-l78U2hm_2J2cAxWv-gxCO3un5bmlG848fB2fLw=s88-c-k-c0xffffffff-no-rj-mo,XEMTV,"1,010","1,189,237","665,018,747",US,,"Mar 21st, 2017",B+,"13,187th","4,594th","3,062nd",$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l7_lEvo8dA87SUcLZeGpZ9zLAIy9fZOvvSwFdw=s88-c-k-c0xffffffff-no-rj-mo,BANG ALEX,447,"2,653,744","395,714,990",ID,Games,"Mar 2nd, 2013",B+,"3,925th","8,271st","3,063rd",$6.3K - $100.7K,$75.5K - $1.2M
https://yt3.ggpht.com/a/AGF-l78NRkdZ7h3ksaPLAKr0tZAJwwJ-oRZiFLjUpw=s88-c-k-c0xffffffff-no-rj-mo,Bryant Myers,51,"4,798,582","1,135,591,787",PR,Music,"Jan 20th, 2016",B+,"1,578th","2,294th","3,064th",$13.3K - $212K,$159K - $2.5M
https://yt3.ggpht.com/a/AGF-l7-qp1PZfTFYbssFxGXEh1EwfLZll40l8ArijQ=s88-c-k-c0xffffffff-no-rj-mo,ĐỨC PHÚC OFFICIAL,42,"528,861","173,452,134",VN,People,"Sep 24th, 2015",B+,"28,947th","21,841st","3,065th",$1.4K - $22.6K,$16.9K - $270.9K
https://yt3.ggpht.com/a/AGF-l78VSZ9lekF4RlHqrlKEEWqVskrzpTgYJ8CfCA=s88-c-k-c0xffffffff-no-rj-mo,Песни Для Детей .tv,83,"1,943,844","1,022,931,802",RU,Film,"Dec 9th, 2015",B+,"6,223rd","2,657th","3,066th",$8.2K - $131.5K,$98.6K - $1.6M
https://yt3.ggpht.com/a/AGF-l7_50oy4wMNpkNNDIn62CUuofYG0DyPWwh50rg=s88-c-k-c0xffffffff-no-rj-mo,Kashmiri Entertainment,77,"97,626","21,239,068",IN,,"Aug 26th, 2017",B+,"144,544th","708,752nd","3,067th",$284 - $4.5K,$3.4K - $54.5K
https://yt3.ggpht.com/a/AGF-l78VzT3clt2CPdICUEfTw_bcfUDDq46YmCrjvw=s88-c-k-c0xffffffff-no-rj-mo,CBeebies,"2,399","827,818","1,044,735,609",GB,Education,"Feb 14th, 2012",B+,"17,552nd","2,566th","3,068th",$5.8K - $92.4K,$69.3K - $1.1M
https://yt3.ggpht.com/a/AGF-l79wxqBKkx_s8vrgTMd8EEW5GVa83lpmDJuCDQ=s88-c-k-c0xffffffff-no-rj-mo,Robin Schulz,253,"2,856,441","2,122,085,564",DE,Entertainment,"Feb 23rd, 2011",B+,"3,516th",960th,"3,069th",$6.7K - $106.5K,$79.9K - $1.3M
https://yt3.ggpht.com/a/AGF-l79-4cEhjH_aDMudTSpza2yJpzlUGBMblWStig=s88-c-k-c0xffffffff-no-rj-mo,iSur Studios,147,"1,908,589","292,274,805",IN,Entertainment,"Jan 28th, 2015",B+,"6,879th","23,632nd","3,071st",$10.9K - $175K,$131.2K - $2.1M
